S.no,Title,Video ID,Published At,Keyword,Likes,Comments,Views
800,TROLLING LIBERALS IN CALIFORNIÖ,j8UL2ODl6EU,2022-05-16,trolling,2769,363,63870
801,Full Body Trolling in VRChat! Ö,653cIGiPNHY,2020-06-14,trolling,430267,12839,14286302
802,Trolling Zoom Classes....But TÖ,Ux3pS-GZ0AY,2022-05-25,trolling,22283,1331,613757
803,Trolling Feminists on Twitter Ö,nc9iZp-1seQ,2021-09-27,trolling,133987,11698,1345404
804,Best Zoom Trolling CompilationÖ,F9Gtay7tp7w,2022-04-11,trolling,44783,1921,1198270
805,Trolling An ENTIRE MINECRAFT LÖ,cxFsFDE-tfQ,2022-01-08,trolling,49530,2477,1212736
806,DEADPOOL VOICE TROLLING ON CODÖ,lZhA0de9Psk,2021-10-02,trolling,96363,6337,1484533
807,I Troll BadBoyHalo with a HorrÖ,CunuMfrV6Vg,2022-04-05,trolling,91777,2658,2333380
808,Andrew Tate Trolling The WorldÖ,nVJ6KcFYGyo,2022-08-24,trolling,608,136,10509
809,I GIRL Voice Trolled the THIRSÖ,pKum_Y4mXRk,2021-01-21,trolling,153762,26601,4364168
810,Trolling The Angry Admins Of GÖ,KjRlohbLxIU,2022-08-23,trolling,451,85,7383
811,Trolling Zoom Classes....But IÖ,xA38Ry3zmvo,2022-07-20,trolling,13777,585,338844
812,FUNNIEST KAREN TROLLING in SCHÖ,HguHdjnLqTE,2021-11-17,trolling,106511,2800,4502356
813,Andrew Tate Trolls FEMINIST ZoÖ,d4kAPWBH3e8,2022-07-30,trolling,15082,753,310738
814,Trolling Jet Griefers With My Ö,iyUoHFClJVg,2022-06-04,trolling,29921,1783,1005072
815,Trolling FEMINIST Classes On ZÖ,bCoRtjPU-D0,2022-03-08,trolling,20616,879,425099
816,TROLLING SALTY ADMINS with BANÖ,2x-VUP_czUM,2022-08-09,trolling,37296,1088,855392
817,Trolling The POLICE on Zoom!Ö,DCY1ZL3yJE0,2022-04-02,trolling,22894,896,420420
818,trolling zoom classes... but mÖ,llfQoYue0Yw,2021-09-12,trolling,455277,12904,9736125
819,Eating MEAT in VEGAN Zoom ClasÖ,kkdUBBMNpI4,2022-01-31,trolling,127211,3593,2987298
820,TROLLING as an ODER in BROOKHAÖ,5u0LUssIl58,2022-04-07,trolling,10705,761,639089
821,Living on a clans compound basÖ,ioSRdn80cXo,2022-06-06,trolling,25917,1094,608323
822,Cloning Clan Compounds in RustÖ,gTno-x16v8I,2022-05-13,trolling,29615,1510,869372
823,TROLLING as a NEXTBOT in Da HoÖ,WwIbtwd1wqM,2022-08-13,trolling,3237,595,80522
824,Trolling Feminists on DiscordÖ,GJj8DmOMvUU,2021-11-22,trolling,100199,8790,1430388
825,Trolling ANGRY BALD Teachers OÖ,HIn28gPT6T8,2022-08-02,trolling,6253,359,115655
826,TROLLING KID COPS ON GTA 5 RPÖ,WKNJTJSzi58,2022-02-11,trolling,6189,276,328489
827,Trolling with Teleporters (RobÖ,uCIFZ3YSia0,2022-08-20,trolling,1213,144,53965
828,Trolling SALTY ADMINS as BATMAÖ,_0_RmPq52Ik,2022-05-01,trolling,33974,695,715895
829,Somebody Is Trolling This PastÖ,mizjkPLUFYo,2022-08-21,trolling,10724,3548,186568
830,TROLLING THE ADMINS OF HARRY PÖ,TBl0v30uems,2022-03-14,trolling,36776,1192,740962
831,Trolling TOP PLAYERS with an IÖ,LVOxY8l23xo,2022-08-23,trolling,4873,319,64877
832,Funny Troll Football Memes V18Ö,UEw6eTVzq8U,2022-08-24,trolling,1229,54,21962
833,I Got Banned For Trolling RaciÖ,S4JxreI4Lo0,2022-08-21,trolling,804,85,14721
834,Trolling Children on Roblox asÖ,k1YrhR5w_Fs,2021-04-16,trolling,76217,2645,1266882
835,TROLLING AS AN HR AT VINNS HOTÖ,I_qoC3C2xvM,2022-08-23,trolling,344,101,5388
836,Solvathellam unmai troll|latesÖ,x116DQxj6yM,2022-08-21,trolling,1139,59,128524
837,Shotzzy Trolling Karma! ü§£Ö,amrVJKhr_ec,2022-08-23,trolling,467,31,36585
838,"4K ASMR | Pulling, Snipping, TÖ",yDpjxOxWNOA,2022-08-24,asmr,14787,747,296801
839,Your Hair is visible AIR [ASMRÖ,fyDC5d4E-eQ,2022-08-23,asmr,4855,255,75586
840,ASMR The Sleepiest Session üåÖ,tNwrZNSe4xM,2022-08-24,asmr,4296,269,78423
841,ASMR Medical Triggers On Your Ö,DdcML4Tfn7k,2022-08-23,asmr,2945,207,58050
842,A Make-Over by Amy Rose (SonicÖ,XzyMYgwxPyI,2022-08-24,asmr,1804,128,24792
843,–ê–°–ú–† ü§§‚ù§Ô∏è –°–ü–û–†–òÖ,cbwLTBpis-s,2022-08-24,asmr,8534,436,138803
844,ASMR Realistic Shoe Store (SofÖ,0neHlwthEvM,2022-08-24,asmr,1808,151,36473
845,ASMR Doing Your Makeup For A DÖ,zdFD4aJojF4,2022-08-24,asmr,701,47,16243
846,üéßASMR for People Who Want tÖ,AhMmX-QvNu8,2022-08-23,asmr,597,71,10572
847,Ultra Fast RAW NOOB Gamer SounÖ,jFnV2uXoSII,2022-08-24,asmr,3344,142,55828
848,ASMR Gaming üò¥ Fortnite 1 KiÖ,mqc6QqoGNWI,2022-08-24,asmr,563,86,14537
849,ASMR | RARE AND SPECIFIC TRIGGÖ,Bz1ppTmOLUY,2022-08-24,asmr,2025,320,32988
850,ASMR Art Student Sketches You Ö,uSXTOxDME_g,2022-08-24,asmr,1031,75,19755
851,Slow &amp; Relaxing ASMR | WitÖ,4GzT3uraGiA,2022-08-24,asmr,1717,114,34348
852,ASMR ALIEN FULL BODY EXAM DETAÖ,6jvrAjL3JnA,2022-08-24,asmr,4512,349,116672
853,ASMR for Those Who Want to SleÖ,#NAME?,2021-12-02,asmr,454036,6622,23568994
854,ASMR | Luxury International FlÖ,SYNiH5IYZCE,2022-07-23,asmr,56993,2142,1686249
855,ASMR Relaxing Spa Facial TreatÖ,#NAME?,2022-08-09,asmr,34526,1668,1018753
856,ÏßúÏû• ÎÇôÏßÄÎã§Î¶¨ üêô ÏßÅÏ†Ö,YSUuBk0wlwA,2022-08-24,asmr,11283,378,261713
857,ASMR MUKBANG Ìé∏ÏùòÏ†ê ÌïµÎ∂àÎÖ,2kXKZ0kWHhY,2022-08-23,asmr,18685,385,464557
858,ASMR | Allergy Test &amp; SkinÖ,JSoGsO6n-qU,2022-04-09,asmr,96744,3114,4309217
859,GENTLE ASMR FOR INSTANT RELAXAÖ,xv_5rueuQ4c,2022-08-23,asmr,311,14,10108
860,„ÄêASMR„Äë„Åï„Åï„ÇÑ„Åç„Å™„Åå„ÇÖ,YwjuZyliaTo,2022-08-24,asmr,1362,269,43743
861,full body ASMR REIKI to releasÖ,V75oh1i40Pk,2022-08-24,asmr,875,58,15786
862,ASMR Personal Attention to FalÖ,sli9jhUvKFA,2021-12-22,asmr,16649,370,951514
863,ASMR: sentando ao seu lado no Ö,R5R95xV8r5o,2022-08-23,asmr,815,43,6178
864,"ASMR raw honey comb eating, moÖ",uTLt1bb-eFg,2022-08-24,asmr,1722,124,25331
865,"Up Close, Soft, Ear-to-Ear ASMÖ",Am-OokvN-ek,2022-07-26,asmr,35777,1237,1228300
866,ASMR Slow to Fast (wet/dry) MoÖ,R0w1pKxEDe4,2022-08-23,asmr,423,68,9245
867,Sculpting You | ASMRÖ,QzXuTZRgOiQ,2022-08-14,asmr,9886,525,297290
868,ASMR Flight Attendant Sleep CaÖ,JaqesAupcVA,2022-08-14,asmr,51772,2918,1075761
869,ASMR pour ceux qui n‚Äôont pasÖ,aEu6fcwWCOg,2022-08-24,asmr,703,283,8694
870,"ASMR EDIBLE SLIME, HAIR BRUSH,Ö",rmWXRoJVxh8,2020-10-15,asmr,148120,12399,10008290
871,ASMR- CABELEIREIRA GROSSEIRA EÖ,WzSJM31H4oU,2022-08-23,asmr,4656,296,31449
872,FASTEST ASMR SOUNDS FOR SLEEPÖ,cEvucCcV4ok,2022-08-24,asmr,2237,221,33028
873,O ASMR MAIS R√ÅPIDO DE TODOS OÖ,roYNixE0N1c,2022-08-24,asmr,2011,130,16887
874,ASMR Guaranteed Tingles ü§§ 9Ö,WAKjzzAAYRo,2021-04-10,asmr,618688,13240,33779197
875,asmr ultra sensible mouth sounÖ,AfHGm9vgoOM,2022-08-24,asmr,2786,253,26789
876,Gibi ASMR | Playing Would You Ö,RuoNDegjPts,2022-08-13,asmr,26419,1191,747110
877,ASMR Shivers Down Your Spine (Ö,WDZmnkfaDF4,2022-07-30,asmr,17961,695,463378
878,"Fastest ASMR | Daisy, Lorelei,Ö",P0OK4LDOk_k,2022-08-03,asmr,61031,5037,1229745
879,ASMR Brain Penetrating TriggerÖ,tATTLWTfoaY,2022-08-11,asmr,12942,299,369997
880,I got some things I think sounÖ,8s2WrDhdS08,2022-07-30,asmr,26859,1357,904713
881,Professional ASMR Haircut For Ö,TmQDnTBle8M,2022-05-17,asmr,13542,422,619387
882,ASMR On My Lap: Face Tracing tÖ,PyynWtxu3ac,2022-08-24,asmr,6160,311,146821
883,ASMR LoFi MOUTH SOUNDS With thÖ,2sZvLAiNlmQ,2022-08-24,asmr,4686,453,59177
884,ASMR Follow My Instructions üÖ,pS7Kw0SELFo,2022-08-23,asmr,15150,587,319387
885,[ASMR] Ï†ÑÎ¨∏Í∞ÄÏùò ÌéòÏä§Ìã∞ÎÖ,vO5uEF4GiHI,2022-08-23,asmr,5577,333,121692
886,ASMR FR: Roleplayü§µ‚Äç‚ôÇÔ∏èÖ,qxI4eXGvUqQ,2022-08-23,asmr,207,26,2985
887,Í≤âÎ∞îÏÜçÏ¥â üî• Í≥±Ï∞Ω ÌÜµ ÎÖ,VyeTkGWcKUA,2022-08-22,asmr,15652,500,459455
888,Happy Morning Music - PositiveÖ,u2IZJJna3yE,2022-08-23,music,109,16,9542
889,Music Mix 2022 üéß Best RemixÖ,IMIZ1KdU8DI,2022-08-23,music,182,15,19525
890,TOP 40 Songs of 2021 2022 \ BeÖ,3jgH5weXYwA,2021-11-28,music,83707,1717,20548194
891,Lofi For Reading üìö Lofi HipÖ,ZgeorpjGJC0,2022-08-24,music,329,29,14336
892,Best Nightcore Songs Mix 2022 Ö,FPtUzGdiXLc,2022-08-24,music,823,49,29864
893,Best Music Mix ‚ô´ No CopyrighÖ,dh01eSOn9_E,2020-08-20,music,227790,8698,13966109
894,2022 New Songs ( Latest EnglisÖ,ds2lVJM2viU,2022-08-24,music,714,14,119878
895,John Legend - All She Wanna DoÖ,RjI4c-QNt0s,2022-08-24,music,5174,238,187956
896,"Ed Sheeran, Martin Garrix, KygÖ",4PpkuBUqmkk,2022-08-24,music,2184,3,32162
897,Best EDM Music Mix 2022 ‚ô´ ToÖ,OISP12Z9TAI,2022-08-23,music,2696,18,40240
898,if someone asks you to play muÖ,#NAME?,2022-02-08,music,94131,920,3921128
899,For My Soul | Deep Chill MusicÖ,VHpFzpA9yrE,2022-08-23,music,577,46,14780
900,Music to put you in a better mÖ,guVSqDHQU5s,2022-08-24,music,488,31,21332
901,NLE Choppa - Walk Em Down featÖ,fyIcQ1Xl-rs,2020-03-19,music,2286473,86935,250793774
902,Chill Songs ‚ô´ Acoustic Love Ö,lG-JkvTpsWQ,2022-04-07,music,10402,123,1671725
903,Music Mix 2022 üéß Remixes ofÖ,liF6L9YUg2A,2022-05-21,music,16909,215,3308580
904,80s music that will give you mÖ,pTnNKSVVLUs,2022-07-15,music,26306,331,2225959
905,speed up tiktok audios that arÖ,NWIXrqSlNeQ,2022-08-23,music,5010,123,159448
906,MANN JOGIYA (Official Video) |Ö,nCt1-I1-juY,2022-08-24,music,119953,13263,1693263
907,yvngxchris - GUNNINHIMDOWN [DiÖ,7q8eed87pII,2022-08-23,music,4663,306,33480
908,shiey - settle down (Music VidÖ,7efofMxwwr0,2022-08-22,music,10389,905,97930
909,10Percent &amp; Moneybagg Yo -Ö,GlL40g3PXI4,2022-08-23,music,9627,577,318166
910,Jaana - Stebin Ben ft. Kamya CÖ,62O2-X7sJ_s,2022-08-24,music,242721,7745,5833454
911,14-Year-Old Polish Rising StarÖ,UVLw1mxe0QI,2022-08-24,music,14741,913,811965
912,BEYOND THE BLACK - Is There AnÖ,_PjhX07dsIg,2022-08-24,music,5041,252,141779
913,Troye Sivan - Angel Babyüí¶NeÖ,aTRFraoKh5Q,2022-08-23,music,1240,9,54917
914,Coldplay Greatest Hits Full AlÖ,9ITV6bDjYgs,2022-08-23,music,470,6,29055
915,The Truth About Their RelationÖ,66ChoYhqVh4,2021-11-25,music,365971,34419,35490831
916,BLACKPINK - ‚ÄòPink Venom‚Äô DÖ,RFMi3v0TXP8,2022-08-24,music,3001232,110160,23836066
917,Music Mix 2022 üéß EDM RemixeÖ,jEC3MXBntp0,2022-08-24,music,1634,52,148482
918,"It&#39;s A Maryland Thing, YouÖ",RSmLubla4S4,2022-08-24,music,132,19,2944
919,Best Reggae Music Hits 2022 - Ö,T-86CvI94S8,2022-08-23,music,542,12,71547
920,Backrooms - Missing TapesÖ,uR6tgge7F0o,2022-08-23,music,106056,4284,1554691
921,New Christian Worship Songs 20Ö,epXH9MZLds0,2022-08-24,music,519,11,57394
922,The Weeknd - Save Your Tears (Ö,XXYlFuWEuKI,2021-01-05,music,6823113,270948,915457091
923,Music Mix 2022 üéß Remixes ofÖ,smgBwwuMRJs,2022-08-23,music,1259,9,9958
924,2Rare - &quot;Cupid Remix&quotÖ,wrZ4o0gxNls,2022-01-25,music,152593,3290,15666598
925,Coldplay Greatest Hits Full AlÖ,UtIbUxxnABI,2022-08-22,music,718,5,64395
926,Relaxing Whiskey Blues Music |Ö,5uI800WnpYk,2022-08-23,music,145,3,10105
927,Best Gaming Music 2022 ‚ô´ EDMÖ,riJYlRdE9g4,2022-08-24,music,304,16,16123
928,Ë®ÇÈñ±Á†¥10Ëê¨ÂõûÈ•ãÔºÅ2Â∞èÊôÇÖ,Lk53zvcMNZ4,2021-12-09,music,23546,392,2367294
929,·ã≥·à≠·àù ·ã®·àã·âµ - New EthiÖ,QWbY0PDWHF0,2022-08-20,music,7219,314,312191
930,OneRepublic - I Ain‚Äôt WorrieÖ,mNEUkkoUoIA,2022-05-13,music,731644,8894,45665114
931,Piper Rockelle - Tea Party (OfÖ,fkgTVsGLdws,2022-08-20,music,50488,8741,1090694
932,"Adie, Janine Berdin - Mahika (Ö",hLzCb1wXaGg,2022-07-11,music,12595,216,2861258
933,BASS BOOSTED üîà CAR BASS MUSÖ,vdI13O1J39g,2022-08-24,music,94,9,3773
934,20 Comfort Foods From Around TÖ,T4NOt727wqI,2020-04-05,food,112098,9775,5451348
935,Popular Fast-Food Restaurants Ö,CKnGXZxK7zs,2020-10-31,food,77893,5741,3927439
936,American Eats Pakistan!! From Ö,wNCPgIVz15c,2022-07-13,food,31578,1904,2710713
937,The Most Iconic Food In Every Ö,Wxdj970RM7M,2020-07-04,food,139442,10653,7320107
938,US vs India McDonald‚Äôs | FooÖ,hcsrdPztAmk,2022-07-31,food,48163,2178,1669551
939,US vs India Domino‚Äôs Pizza |Ö,RFPUbb3GYEc,2022-08-07,food,37893,2061,1335899
940,$100 Food Truck Challenge!! USÖ,MtxqrHiP2Mk,2021-09-19,food,121547,4043,6315803
941,US vs Japan McDonald&#39;s | FÖ,eLeYCwv0j9Q,2021-10-17,food,158510,6026,8947796
942,Kids Try Prison Food from ArouÖ,FqNEx17crMI,2019-07-16,food,146566,13664,14073219
943,US¬†vs.¬†India¬†Subway¬†|¬†FooÖ,E4YUyRxRVus,2022-08-14,food,23824,1496,805994
944,Calzones But Fast FoodÖ,Qs-lvHV371Y,2022-08-03,food,30033,1209,810069
945,4 Levels of Mozzarella Sticks:Ö,OIz8e_o5aG8,2022-08-16,food,9093,759,355919
946,I Tasted Every Food At DisneylÖ,bj_M6w_LGgw,2022-06-25,food,103051,2343,2575482
947,Filipino Street Food That WillÖ,v0NNI5wS_GM,2022-07-27,food,104631,4839,4087572
948,US vs India KFC | Food Wars | Ö,DutQbEPqaNk,2022-07-03,food,77866,2958,2349546
949,Eating ONLY KOREAN GROCERY STOÖ,-7hzaGya86g,2022-07-17,food,18957,566,702174
950,MOST POPULAR FOOD FOR ASMR + AÖ,uRM0yMF0AtQ,2019-10-20,food,371116,13239,17069830
951,Eating Everything at Asia&#39;Ö,f-WIFQCkgyE,2022-08-20,food,23502,1113,1016391
952,Street Food Singapore!! 5 HawkÖ,_Ttf--3axiY,2022-07-09,food,28031,1690,1348450
953,All The Differences Between AmÖ,PHeS4ZZ9l9A,2022-05-22,food,25021,1216,967211
954,BRAZILIAN STREET FOOD in LOS AÖ,17GCoYmGLBM,2022-08-09,food,2400,214,156294
955,Frozen vs. Fast vs. Fancy FoodÖ,OzgoJe7lwoY,2022-07-25,food,47460,1517,1658204
956,Cooking Entire YAK!! PakistaniÖ,6jgiqyw6E3o,2022-07-10,food,44713,2725,1186255
957,I Ate Gordon Ramsay‚Äôs Food FÖ,nUZCE40n2zg,2022-04-02,food,227589,4648,6340958
958,San Sebastian Food Tour - GIANÖ,zNXctUnHp5A,2022-08-20,food,18649,1339,748675
959,BIG VS MEDIUM VS SMALL FOOD CHÖ,uCUge68Z228,2021-11-23,food,58950,1107,7755963
960,Food Emoji Food ChallengeÖ,Y8PIcsCtA_k,2017-05-31,food,672749,62897,48018833
961,Gordon Ramsay Can&#39;t Stop LÖ,VPMxB7N2Znc,2022-04-12,food,47086,3535,3452285
962,Busting 100 Food Myths in 24 HÖ,lJ8PdLpbcd8,2022-04-30,food,140841,7330,10338163
963,How to Make Potato Chips in a Ö,v514hwoC_fY,2022-08-05,food,25825,1458,608177
964,ASMR *PURPLE FOOD* JELLY DONUTÖ,0vpJ7QsAsD8,2020-08-04,food,501165,31086,32791832
965,THE MOST SATISFYING FOOD VIDEOÖ,NLPuCclm5lA,2020-08-13,food,71688,1712,4783245
966,"I Ate $1,000 Worth of Food In Ö",co07EA4iFEU,2022-08-14,food,26616,1143,441062
967,Food Theory: The Pink Sauce MyÖ,P0dZIp-K_K8,2022-08-21,food,155534,10306,2564092
968,What the Chaga Tribe Eats in aÖ,sZ12W9uqxR4,2022-05-04,food,75028,3457,4695664
969,Bizarre Filipino Food in PampaÖ,VXjrCIcGZmw,2022-07-24,food,63497,4004,2936679
970,I deep fried STEAKS in Movie TÖ,1SHtfzBrrT4,2022-08-24,food,19325,1128,385239
971,ASMR MOST POPULAR FOOD AT POPEÖ,ZRIdNmF-kRw,2019-11-29,food,205831,15677,11829970
972,Food Theory: The Challenge ThaÖ,X1EA8vgu7xs,2022-07-16,food,175132,6049,4357193
973,Easy Fluffy Miniature StrawberÖ,C1qzbYrp4EA,2022-08-22,food,774,83,48984
974,Guy Fieri Eats Barbecue from aÖ,QvoN89j82rw,2022-08-23,food,1241,70,47430
975,Pakistan Street Food at Night!Ö,vQMo2Sg1p-Y,2022-06-22,food,105355,7424,5547667
976,Blueberry Cornbread - How to MÖ,oybXTcj_0fM,2022-08-12,food,5077,351,93633
977,24 HOURS Eating Only 7-ELEVEN Ö,Aa6r4uHlOwo,2022-02-13,food,41927,1112,1952077
978,EXTREME Spicy Food TikTok CompÖ,3QxV-Kb-__I,2022-02-26,food,75063,3724,12244410
979,Risky Thai Street Food!! Even Ö,bol-_4NZjWE,2022-08-14,food,22891,1780,1006579
980,YUMMY AND FRESH SUMMER FOOD REÖ,HSin0BOwH4M,2022-07-07,food,6851,178,963335
981,Blood Red Jellyfish!! EXTREME Ö,1H2l7dHq1fs,2022-08-03,food,32631,1587,1322089
982,Ï∞®ÎèåÏß¨ÎΩï Ïä§ÌÉÄÏùºÎ°ú ÎÅìÏÖ,dq5o90Cq7uc,2022-08-23,mukbang,11248,505,384035
983,KING CRABÖ,ZtzUs4Mg_tk,2022-08-24,mukbang,959,138,28759
984,ASMR Î®πÎ∞© :) Îß§ÏΩ§ Î∂àÎã≠ ÏÖ,1L7rzRFF2Rg,2021-11-08,mukbang,218539,4421,19256162
985,ASMR MUKBANG ÏßÅÏ†ë ÎßåÎì† ÏñëÖ,vXp3IzESmnw,2022-05-15,mukbang,281285,3360,17282158
986,ASMR MUKBANG DOUBLE BIG MAC &aÖ,#NAME?,2020-04-18,mukbang,378858,18860,17975269
987,ASMR MUKBANG INDOMIE MI GORENGÖ,f9gdOE_rK_8,2022-07-28,mukbang,65909,2122,1864630
988,ASMR MUKBANG | ÏπòÏ¶à Î∂àÎã≠Î≥Ö,nad-9QEm5II,2021-01-29,mukbang,1056430,46966,75785129
989,ASMR MUKBANG| ÏßÅÏ†ë ÎßåÎì† ÎñÖ,EuySE6259wQ,2020-02-29,mukbang,1221507,43126,86169225
990,HILARIOUS WHO KNOWS ME BETTER Ö,nMG8qiJAe6A,2022-08-23,mukbang,3721,322,45157
991,ASMR MUKBANG| ÏßÅÏ†ë ÎßåÎì† ÏπÖ,HQsswovXtPU,2021-11-12,mukbang,861503,17975,79941868
992,"ASMR BLACK BEAN NOODLES, SPICYÖ",EDrqd7dmFb0,2022-05-19,mukbang,51437,468,4341289
993,Celebrating My 400 Pound MilesÖ,-64r1hcxtV4,2022-05-30,mukbang,45628,17264,5283664
994,ASMR MUKBANG ÏßÅÏ†ë ÎßåÎì† ÌÉÄÖ,OrNmI0ArHdk,2022-01-06,mukbang,141654,2756,11184537
995,EXTREME BLUE TAKIS FIRE NOODLEÖ,1GyRS20MUmU,2021-12-06,mukbang,126347,83990,11188525
996,ASMR MUKBANG PITBULL EATING RAÖ,NtK9SBX2suw,2022-08-24,mukbang,737,52,15390
997,ASMR ÌäπÎ≥ÑÌïú ÎÇ†Ïù¥ÎãàÍπå ÌïÖ,Nk2fvFhBKKc,2022-08-24,mukbang,7650,887,231488
998,ASMR MUKBANG BLACK BEAN FIRE NÖ,dYtG0N9Of5M,2022-08-18,mukbang,34599,1349,824297
999,"Strange food, crocodile head, Ö",RkGDmf8_sDo,2022-08-23,mukbang,1032,22,54030
1000,mukbang CRINGE compilationÖ,A-rJJ5gBc9U,2022-08-18,mukbang,5352,496,154461
1001,ASMR MUKBANG ÏßÅÏ†ë ÎßåÎì† ÌÉÄÖ,Jv7ZiuzZzrk,2022-05-21,mukbang,95162,2272,11235146
1002,Ï°±Î∞ú ÎåÄÌååÍπÄÏπò Î∞±ÍπÄÏπò Ö,iVvwt1PB7JU,2022-08-24,mukbang,2694,108,74586
1003,MUKBANG ÏÉàÏö∞ÏπòÌÇ® ÏÇ¨Ïù¥ÎìúÖ,bvkk3UdlfA4,2022-08-23,mukbang,2817,59,286228
1004,ASMR MUKBANG ÏßÅÏ†ë ÎßåÎì† Î∞îÖ,OodfOb6MjJA,2022-08-17,mukbang,28966,676,906361
1005,ASMR MUKBANG ÏßÅÏ†ë ÎßåÎì† ÏñëÖ,1QKshmg0AlY,2022-08-13,mukbang,29955,557,1057862
1006,Ìé∏ÏùòÏ†ê Îã§ ÌÑ∏ÏóàÏäµÎãàÎã§‚Ö,YQYfS14px6s,2022-08-24,mukbang,26049,850,909323
1007,EXTREME BLUE HEAT CHEESE STUFFÖ,XhDu9JoE6n0,2022-08-15,mukbang,21274,16178,1100740
1008,Mukbang Cringe Compilation #10Ö,GOGBC1q2hlw,2022-08-03,mukbang,2271,249,240234
1009,Î∂àÎã≠ ÏßúÏû• Î¨∏Ïñ¥ üêô Ï†ÑÎÖ,BVhZqwt_4lA,2022-08-17,mukbang,24014,716,947162
1010,CRISPY PATA SINIGANG MUKBANG |Ö,WI6JxmEGlF4,2022-08-24,mukbang,526,94,11293
1011,ASMR MUKBANG | ÏßÅÏ†ë ÎßåÎì† ÌÖ,UjyQ_a2rUcE,2022-06-23,mukbang,37370,902,2578373
1012,300KG PIG INTESTINE SOLD EVERYÖ,9BbPM6iaTRo,2022-08-24,mukbang,1159,91,64703
1013,I wasn&#39;t allowed to post tÖ,ITMV5Y4VVt4,2022-08-06,mukbang,13796,10330,689494
1014,"ASMR Big Food, Medium Food VS Ö",4lNsNPML2bI,2022-08-23,mukbang,1968,96,56066
1015,FAST FOOD MUKBANG WITH MY SIBLÖ,zukfAqA_X4U,2022-08-24,mukbang,10725,403,155562
1016,15 Kilo Zayƒ±f G√∂steren Kƒ±z Ö,#NAME?,2022-08-23,mukbang,-1,335,27451
1017,KING CRAB LEGS + LOBSTER TAILSÖ,COxMVM9Ohdw,2022-08-22,mukbang,3026,538,30405
1018,KILLER PORK SINIGANG MUKBANGÖ,JbWMr_b_vSA,2022-08-21,mukbang,2113,138,98972
1019,ASMR MUKBANG ÏßÅÏ†ë ÎßåÎì† ÏñëÖ,RCJswTYsZyU,2022-05-09,mukbang,65719,791,2724499
1020,Spring Roll Spicy Noodles | MUÖ,a3UX1lGBsdI,2022-08-23,mukbang,317,32,3618
1021,ASMR MUKBANG ÏßÅÏ†ë ÎßåÎì† ÏπòÖ,meYoHWemjzY,2022-07-24,mukbang,38690,780,1385264
1022,Jimmy&#39;s @ Madisons Raider&Ö,c1aKaQu6LRE,2022-08-24,mukbang,1208,930,22966
1023,ASMR SPICY BLACK BEAN ENOKI MUÖ,L_U7b1aWPY4,2021-04-09,mukbang,953712,35658,84410562
1024,ASMR MUKBANG ÏßÅÏ†ë ÎßåÎì† ÎåÄÖ,goYbYzYgXDw,2022-05-03,mukbang,129100,2332,7846143
1025,ASMR ICE CREAM BLUE PARTY Îã§ÏÖ,J1Q7LQeUlqI,2020-07-28,mukbang,353053,14909,41739024
1026,SEAFOOD MUKBANG | KING CRAB SEÖ,nFbWwK3Z8H8,2022-08-22,mukbang,3221,209,102646
1027,The Office - 2x2 Sexual HarassÖ,kmkmXanNn6Q,2022-08-23,reaction,4732,256,78050
1028,‚ö° Sarada&#39;s Chidori VS BoÖ,8h0iusAw_ow,2022-08-24,reaction,2135,136,41057
1029,VINLAND SAGA - Episode 4 (REACÖ,j8u_IK6_OI8,2022-08-24,reaction,6865,554,55078
1030,Try Not To Laugh | Hodgetwins Ö,17zIC3UBg0w,2022-08-23,reaction,2740,86,39049
1031,Bill Burr DESTROYS FEMINISM &aÖ,8A1XqeiFFgs,2022-08-23,reaction,2538,435,51747
1032,LUFFY BEATS ROB LUCCI ! Luffy Ö,Qo-YJg0f6qY,2022-08-24,reaction,726,50,21868
1033,Dave Chappelle - Micheal JacksÖ,Ebh4UC4hgyU,2022-08-24,reaction,920,93,9533
1034,(Eng subs) Chhichhore Full MovÖ,l7R4EyRoAD0,2022-08-24,reaction,1656,236,34090
1035,VIKRAM VEDHA Teaser Reaction! Ö,vK8P2FPL1Y4,2022-08-24,reaction,15637,1279,309098
1036,NOT THE DRESS!!! | ExtraordinaÖ,4MvvMCo7Z00,2022-08-23,reaction,4063,245,62428
1037,The Big Lebowski | First Time Ö,jR6RWoXv_G4,2022-08-24,reaction,1716,308,16080
1038,Top Gun: Maverick (2022) REACTÖ,eaYcRrZkFbI,2022-08-23,reaction,1815,254,41900
1039,WWE Top 20 Returns That Made TÖ,oUUfuY4PbFo,2022-08-24,reaction,1944,160,23225
1040,HOUSE OF THE DRAGON | EPISODE Ö,OOmBqTAp1TU,2022-08-23,reaction,670,125,10451
1041,BLACKPINK - ‚ÄòPink Venom‚Äô DÖ,RFMi3v0TXP8,2022-08-24,reaction,3001265,110162,23836066
1042,WAIT.. THE ENTITIES ARE PAST VÖ,rVZ-PvlZgkE,2022-08-24,reaction,19997,1540,271333
1043,Hyped and Crying for &quot;TOPÖ,hRx-sgGRnfA,2022-08-23,reaction,2009,317,30632
1044,Bang Bang Title Track ReactionÖ,3YQPx4Fh_Jw,2022-08-23,reaction,1382,134,23763
1045,Major Gaurav Arya Thug Life MoÖ,z8ZdVYFPC2w,2022-08-24,reaction,834,84,13489
